CCTV,#genre#
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 2 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 2 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-1 (720p),http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 2 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-1 (720p),http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-2 (720p),http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 2 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-1 (720p),http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-2 (720p),http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV-3 (720p),http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 2 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-1 (720p),http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-2 (720p),http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV-3 (720p),http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-4 America (1080p),https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 2 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-1 (720p),http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-2 (720p),http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV-3 (720p),http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-4 America (1080p),https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV-4 Europe,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 2 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-1 (720p),http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-2 (720p),http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV-3 (720p),http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-4 America (1080p),https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV-4 Europe,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8
CCTV-4K (1080p),http://198.204.240.250:82/live/cctv4k.m3u8
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 2 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-1 (720p),http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-2 (720p),http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV-3 (720p),http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-4 America (1080p),https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV-4 Europe,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8
CCTV-4K (1080p),http://198.204.240.250:82/live/cctv4k.m3u8
CCTV-5 (720p),http://74.91.26.218:82/live/cctv5hd.m3u8
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 2 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-1 (720p),http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-2 (720p),http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV-3 (720p),http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-4 America (1080p),https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV-4 Europe,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8
CCTV-4K (1080p),http://198.204.240.250:82/live/cctv4k.m3u8
CCTV-5 (720p),http://74.91.26.218:82/live/cctv5hd.m3u8
CCTV-5+ (720p),http://192.151.150.154/live/cctv5p.m3u8
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 2 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-1 (720p),http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-2 (720p),http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV-3 (720p),http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-4 America (1080p),https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV-4 Europe,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8
CCTV-4K (1080p),http://198.204.240.250:82/live/cctv4k.m3u8
CCTV-5 (720p),http://74.91.26.218:82/live/cctv5hd.m3u8
CCTV-5+ (720p),http://192.151.150.154/live/cctv5p.m3u8
CCTV-7 (720p),http://74.91.26.218:82/live/cctv7hd.m3u8
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 2 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-1 (720p),http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-2 (720p),http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV-3 (720p),http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-4 America (1080p),https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
